Vehicle,Price,Year,Manufacturer,Model,Condition,Cylinders,Fuel,Odometer,Transmission,Drive,Type,Paint,State
15596,28500,2005,ford,f250,excellent,8,diesel,240000,automatic,4wd,truck,black,fl
15597,4500,2004,honda,cr-v,good,4,gas,174563,automatic,fwd,SUV,blue,fl
15598,6000,2012,toyota,corolla,excellent,4,gas,190654,automatic,fwd,sedan,red,fl
15599,8500,2012,nissan,murano sv,excellent,6,gas,116038,automatic,fwd,SUV,white,fl
15600,7499,2012,nissan,maxima,excellent,6,gas,167502,automatic,fwd,sedan,black,fl
15601,1500,2000,chevrolet,s10,fair,4,gas,193000,automatic,rwd,truck,white,fl
15602,5900,2012,honda,civic,good,4,gas,186544,automatic,fwd,sedan,silver,fl
15603,59900,2016,chevrolet,silverado,like new,8,diesel,36000,automatic,4wd,truck,grey,fl
15604,15000,1989,ford,mustang convertible,excellent,8,gas,61450,manual,rwd,convertible,yellow,fl
15605,7999,1995,lincoln,mark viii lsc,excellent,8,gas,59067,automatic,rwd,coupe,red,fl
15606,22999,2018,mazda,cx5 gt awd,excellent,4,gas,39207,automatic,4wd,SUV,blue,fl
15607,22999,2018,fiat,124 spider,like new,4,gas,5048,automatic,rwd,convertible,black,fl
15608,12950,2011,volvo,s60,like new,6,gas,35455,automatic,4wd,sedan,black,fl
15609,16999,2016,hyundai,tucson spt,excellent,4,gas,81713,automatic,fwd,SUV,white,fl
15610,2000,1997,dodge,dakota,fair,8,gas,160000,automatic,fwd,truck,red,fl
15611,14000,2003,ford,f-150,excellent,8,gas,49875,automatic,fwd,truck,blue,fl
15612,12999,2011,hyundai,sante fe se awd,excellent,6,gas,98854,automatic,4wd,SUV,black,fl
15613,33900,2017,ford,expedition xlt,excellent,6,gas,31138,automatic,rwd,SUV,white,fl
15614,16900,2015,ford,fusion se,like new,4,gas,18938,automatic,fwd,sedan,blue,fl
15615,16900,2018,kia,soul + automatic,like new,4,gas,33135,automatic,fwd,wagon,green,fl
15616,4000,2014,jeep,patriot sport 4x4,good,6,gas,149000,manual,4wd,SUV,grey,fl
15617,2500,2004,acura,mdx touring,good,6,gas,190000,automatic,fwd,SUV,grey,fl
15618,13999,2015,kia,sorento lx,excellent,4,gas,94383,automatic,fwd,SUV,white,fl
15619,15999,2014,mazda,cx-9,excellent,6,gas,94739,automatic,fwd,SUV,white,fl
15620,4200,1999,chevrolet,tracker,good,4,gas,160000,manual,4wd,SUV,red,fl
15621,9888,2014,volkswagen,jetta,excellent,6,gas,111425,automatic,fwd,sedan,red,fl
15622,8890,2003,toyota,sequoia,excellent,8,gas,190775,automatic,rwd,SUV,black,fl
15623,6995,2008,honda,odyssey,excellent,6,gas,151226,automatic,fwd,van,silver,fl
15624,6000,2007,nissan,murano,excellent,6,gas,127882,automatic,4wd,SUV,white,fl
15625,5677,2007,saturn,vue,excellent,6,gas,144060,automatic,fwd,SUV,silver,fl
15626,7800,2007,mercedes-benz,c-class,excellent,6,gas,119420,automatic,rwd,sedan,grey,fl
15627,11250,2012,bmw,1-series,excellent,6,gas,106770,automatic,rwd,coupe,black,fl
15628,8500,2010,volkswagen,tiguan,excellent,4,gas,134444,automatic,fwd,SUV,black,fl
15629,7500,2003,ford,expedition,excellent,8,gas,175217,automatic,rwd,SUV,blue,fl
15630,9900,2009,infiniti,g coupe,excellent,6,gas,159914,automatic,4wd,coupe,black,fl
15631,6790,2004,honda,cr-v,excellent,4,gas,145717,automatic,rwd,SUV,black,fl
15632,5995,2008,honda,odyssey,excellent,6,gas,193050,automatic,fwd,van,silver,fl
15633,500,2016,chevrolet,malibu ltz,excellent,6,gas,63255,automatic,fwd,sedan,silver,fl
15634,15900,2012,ford,mustang convertible,like new,6,gas,48135,automatic,rwd,convertible,red,fl
15635,3400,2006,nissan,altima 3.5 se,excellent,6,gas,118146,automatic,fwd,sedan,silver,fl
15636,28999,2016,ford,f150 xlt,excellent,6,gas,113202,automatic,rwd,truck,grey,fl
15637,21999,2017,nissan,frontier sv,excellent,6,gas,102578,automatic,rwd,truck,black,fl
15638,35500,2019,chevrolet,silverado,like new,8,gas,7189,automatic,4wd,truck,black,fl
15639,23999,2012,ford,f150 fx2,excellent,6,gas,92425,automatic,rwd,truck,black,fl
15640,8500,2007,ford,expedition eddie bauer,good,8,gas,256000,automatic,rwd,SUV,black,fl
15641,1400,1998,pontiac,firebird t-top,fair,6,gas,187000,automatic,rwd,coupe,black,fl
15642,31900,2006,ford,f-650sd,good,6,diesel,64327,manual,rwd,truck,white,fl
15643,6995,2007,ford,f-250,good,8,gas,999999,automatic,4wd,truck,white,fl
15644,9000,1999,porsche,boxster,good,6,gas,87000,automatic,rwd,convertible,silver,fl
15645,9200,2015,dodge,journey,excellent,6,gas,111000,automatic,fwd,SUV,white,fl
15646,2750,2000,ram,1500,good,8,gas,220000,automatic,rwd,truck,red,fl
15647,29999,2014,audi,sq5 quattro,excellent,6,gas,52209,automatic,4wd,SUV,grey,fl
15648,11999,2015,mazda,3 grand touring,excellent,4,gas,96445,automatic,fwd,sedan,grey,fl
15649,5500,2005,nissan,frontier crew cab,excellent,6,gas,155000,manual,rwd,truck,white,fl
15650,8995,2011,ford,flat bed,excellent,6,gas,160000,automatic,rwd,truck,white,fl
15651,8400,2014,ford,e250 cargo vaan,excellent,8,gas,150000,automatic,rwd,van,green,fl
15652,4900,2005,toyota,corolla se,good,4,gas,140000,automatic,fwd,sedan,silver,fl
15653,4500,1985,toyota,corolla,like new,4,gas,80000,automatic,fwd,sedan,custom,fl
15654,4500,2009,dodge,caliber sxt,good,4,gas,159600,automatic,fwd,hatchback,blue,fl
15655,5999,2010,toyota,corolla,excellent,4,gas,164730,automatic,fwd,sedan,grey,fl
15656,5500,2008,dodge,avenger,excellent,4,gas,79012,automatic,fwd,SUV,white,fl
15657,4000,2007,nissan,quest sl,excellent,6,gas,147638,automatic,fwd,mini-van,white,fl
15658,13599,2001,ford,ranger,excellent,6,gas,56621,automatic,rwd,truck,white,fl
15659,3500,2007,nissan,pathfinder,good,6,gas,143000,automatic,rwd,SUV,grey,fl
15660,22999,2014,chevrolet,tahoe ltz,excellent,8,gas,124815,automatic,rwd,SUV,red,fl
15661,36500,2017,ford,f-150 lariat,excellent,6,gas,82000,automatic,rwd,truck,blue,fl
15662,7950,2006,chevrolet,express 3500 extended,good,8,gas,112713,automatic,rwd,van,yellow,fl
15663,9500,2013,honda,crosstour,excellent,4,gas,163000,automatic,rwd,SUV,white,fl
15664,3400,2007,volvo,s60 2.5t nice!,excellent,5,gas,158340,automatic,fwd,sedan,silver,fl
15665,6000,2005,ford,econoline e350,fair,8,gas,85100,automatic,rwd,van,white,fl
15666,5990,2008,hyundai,veracruz limited,excellent,6,gas,313700,automatic,fwd,SUV,grey,fl
15667,24000,2015,jaguar,xf,excellent,6,gas,29800,automatic,4wd,sedan,blue,fl
15668,15999,2013,jeep,grand cherokee loredo,excellent,6,gas,103244,automatic,rwd,SUV,white,fl
15669,3495,1997,mercedes-benz,benz c280,excellent,6,gas,118018,automatic,rwd,sedan,white,fl
15670,7900,2008,ford,e250 cargo van,good,8,gas,170000,automatic,rwd,wagon,white,fl
15671,13900,2002,ford,f250 super duty 4x4,good,8,diesel,155000,automatic,4wd,truck,white,fl
15672,7995,2011,volvo,c30 t5,excellent,5,gas,103031,automatic,fwd,coupe,white,fl
15673,3900,2006,honda,accord,good,4,gas,207637,automatic,fwd,sedan,silver,fl
15674,10750,1982,ford,f150 4x4,good,8,gas,140000,automatic,4wd,truck,black,fl
15675,26990,2017,nissan,titan,excellent,8,gas,71244,automatic,rwd,truck,blue,fl
15676,6990,2014,chrysler,town country,good,6,gas,151013,automatic,fwd,van,silver,fl
15677,11999,2012,hyundai,sonata se,excellent,4,gas,100520,automatic,fwd,sedan,blue,fl
15678,5500,1998,ram,1500,good,8,gas,139737,automatic,4wd,truck,white,fl
15679,15900,2014,cadillac,ats 2.0l turbo luxury,excellent,4,gas,74459,automatic,fwd,sedan,silver,fl
15680,14000,2017,ford,escape,excellent,4,gas,46454,automatic,rwd,SUV,blue,fl
15681,18000,2011,toyota,venza,like new,6,gas,33534,automatic,fwd,SUV,white,fl
15682,21880,2015,ram,1500,excellent,6,diesel,134936,automatic,fwd,truck,grey,fl
15683,6500,2000,jeep,wrangler,good,4,gas,130000,manual,4wd,SUV,grey,fl
15684,8500,1994,chevrolet,corvette convertible,good,8,gas,79800,manual,rwd,convertible,blue,fl
15685,12900,2006,jeep,wrangler,excellent,4,gas,104000,manual,4wd,SUV,yellow,fl
15686,650,2002,cadillac,sts,fair,8,gas,143000,automatic,fwd,sedan,white,fl
15687,11895,2009,toyota,venza awd,excellent,6,gas,130538,automatic,4wd,wagon,white,fl
15688,9200,2006,toyota,4runner,good,6,gas,215445,automatic,rwd,SUV,black,fl
15689,12500,2007,chevrolet,tahoe,excellent,8,gas,107000,automatic,4wd,SUV,white,fl
15690,8300,2014,dodge,avenger sedan,like new,4,gas,110000,automatic,fwd,sedan,silver,fl
15691,8200,1988,chevrolet,corvette convertible,good,8,gas,110000,automatic,rwd,convertible,black,fl
15692,9900,2002,chevrolet,z71,like new,8,gas,142000,automatic,4wd,truck,green,fl
15693,22700,2019,honda,insight hybrid,excellent,4,hybrid,53421,automatic,fwd,coupe,white,fl
15694,4990,2009,kia,borrego,good,6,gas,240000,automatic,fwd,SUV,grey,fl
15695,9900,2012,mini,cooper countryman,excellent,4,gas,108301,automatic,fwd,sedan,green,fl
15696,10900,2012,mini,cooper hardtop s,excellent,4,gas,92000,automatic,fwd,hatchback,blue,fl
15697,24880,2012,ford,f250 super duty,excellent,8,diesel,252298,automatic,4wd,truck,brown,fl
15698,45000,2018,jeep,wrangler jl sahara,excellent,6,gas,49000,automatic,4wd,SUV,black,fl
15699,5000,2008,dodge,charger,good,8,gas,105000,automatic,rwd,coupe,orange,fl
15700,25000,2018,toyota,tacoma,excellent,6,gas,93337,automatic,fwd,truck,silver,fl
15701,33500,2017,toyota,tacoma,like new,6,gas,64000,automatic,4wd,truck,orange,fl
15702,24500,2012,ram,1500 laramie 4x4,excellent,8,gas,86000,automatic,4wd,truck,red,fl
15703,11480,2017,hyundai,elantra,excellent,4,gas,65955,automatic,fwd,sedan,silver,fl
15704,9500,2009,bmw,1 series 128i,excellent,6,gas,99900,automatic,rwd,coupe,black,fl
15705,23480,2014,gmc,sierra 1500,excellent,8,gas,165665,automatic,4wd,truck,black,fl
15706,17500,2004,chevrolet,corvette,excellent,8,gas,125000,automatic,rwd,hatchback,blue,fl
15707,15900,2014,ram,1500 slt quad cab,good,8,gas,115000,automatic,rwd,truck,grey,fl
15708,10300,2016,hyundai,sonata se,good,4,gas,124000,automatic,fwd,sedan,grey,fl
15709,13700,2014,honda,cr-v ex,good,4,gas,87000,automatic,fwd,SUV,grey,fl
15710,11900,2014,toyota,prius,good,4,hybrid,77000,automatic,fwd,sedan,red,fl
15711,6900,2013,kia,soul,good,4,gas,138000,automatic,fwd,wagon,black,fl
15712,23990,2015,toyota,tacoma prerunner v6,excellent,6,gas,85364,automatic,rwd,truck,grey,fl
15713,29990,2014,jeep,wrangler unlimited sahara,excellent,6,gas,74382,automatic,4wd,SUV,black,fl
15714,4500,1989,ford,f350,fair,8,gas,66000,manual,rwd,truck,red,fl
15715,30900,2015,toyota,4runner,excellent,6,gas,64870,automatic,4wd,SUV,white,fl
15716,11000,2006,ford,ranger fx4,excellent,6,gas,163000,automatic,4wd,truck,red,fl
15717,2250,2004,honda,accord,fair,6,gas,115000,automatic,fwd,coupe,red,fl
15718,17999,2014,nissan,frontier,like new,6,gas,63000,automatic,rwd,truck,grey,fl
15719,13800,2007,toyota,tundra sr5,excellent,8,gas,104500,automatic,rwd,truck,black,fl
15720,6900,2009,volkswagen,beetle convertible,excellent,5,gas,89000,automatic,fwd,convertible,silver,fl
15721,1800,2000,honda,accord,good,4,gas,239000,automatic,fwd,coupe,white,fl
15722,15900,2011,mercedes-benz,glk 350,excellent,6,gas,63000,automatic,rwd,SUV,white,fl
15723,6000,2003,chevrolet,silverado,good,5,gas,241000,automatic,rwd,truck,white,fl
15724,8995,2014,chevrolet,cruze ls,excellent,4,gas,99661,automatic,fwd,sedan,grey,fl
15725,8995,2014,dodge,avenger se,excellent,4,gas,63446,automatic,fwd,sedan,red,fl
15726,45500,2019,dodge,charger r/t scat pack,excellent,8,gas,9700,automatic,rwd,sedan,grey,fl
15727,12500,2005,ford,f-350 super duty,good,8,diesel,207000,automatic,rwd,truck,blue,fl
15728,20000,2013,cadillac,cts coupe,excellent,6,gas,39600,automatic,4wd,coupe,silver,fl
15729,42500,2015,mercedes-benz,benz s550,excellent,8,gas,68500,automatic,rwd,sedan,silver,fl
15730,10500,2013,mazda,cx-5,excellent,4,gas,95000,automatic,fwd,SUV,red,fl
15731,37000,2017,jeep,wrangler unlimited,excellent,6,gas,30100,automatic,4wd,SUV,white,fl
15732,14900,1976,ford,f-250,good,8,gas,162000,manual,4wd,truck,white,fl
